tweet,Topic_0,Topic_1,Topic_2,Dominant_Topic,Perc_Dominant_Topic
make comment post appalling see many troll bait uninformed opinion still exist today amp follow many medical report world know currently good option return normal life,0.013775131665170193,0.015522065572440624,0.9707027673721313,Topic 2,0.97
indoor public space incl movie theater concert indoor restaurant gym bar shopping center large outdoor event amp city building require proof full starting,0.014161108061671257,0.014472762122750282,0.9713661074638367,Topic 2,0.97
come contact virus matter go undoubtedly unvaxxed people endemic animal reservoir vaxed,0.944100558757782,0.028123600408434868,0.02777588553726673,Topic 0,0.94
ice say movie want get,0.056888844817876816,0.883950412273407,0.0591607540845871,Topic 1,0.88
think people sick truly delusional,0.8766061663627625,0.06206410005688667,0.061329737305641174,Topic 0,0.88
third injection,0.1304807811975479,0.11691166460514069,0.7526075839996338,Topic 2,0.75
beat good discount fact still kill rate literally time cause rate go decision,0.028383783996105194,0.03228853642940521,0.9393276572227478,Topic 2,0.94
possibly know quite people hesitant second first dose much risky still,0.031108295544981956,0.034701671451330185,0.934190034866333,Topic 2,0.93
additional death week accurate show die tiny rate compare worth note average week people die person dy health reason receive vac,0.958371639251709,0.01727532222867012,0.02435297891497612,Topic 0,0.96
approve use bird,0.09467727690935135,0.8075365424156189,0.09778622537851334,Topic 1,0.81
death hit record low rate cart,0.8949230313301086,0.04971381276845932,0.055363114923238754,Topic 0,0.89
day mean immunization immunize stop catch spread truly immune successfully,0.03328439220786095,0.031420908868312836,0.9352946877479553,Topic 2,0.94
think modification really maybe time check onshore bank account,0.04026376083493233,0.04655197635293007,0.9131842255592346,Topic 2,0.91
contract major manufacturer end start recognize come therapeutic end drug need,0.0322515144944191,0.029503803700208664,0.938244640827179,Topic 2,0.94
get little bad flu prevent get spread mutating time time never irradiate much influen,0.024192778393626213,0.9396569728851318,0.03615023195743561,Topic 1,0.94
test exist let people negative_test even effective people still spread problem solve,0.028183383867144585,0.3131065368652344,0.6587101221084595,Topic 2,0.66
today many old people,0.0711255893111229,0.08323786407709122,0.8456365466117859,Topic 2,0.85
use fascist begin propaganda initiation lockdown remember criminal ferguson comment late first mandate passpor,0.026017719879746437,0.023894432932138443,0.95008784532547,Topic 2,0.95
death set record low rate,0.6315906047821045,0.29398924112319946,0.07442019879817963,Topic 0,0.63
compare holocaust dare put word mouth say develop completely differe,0.9320651292800903,0.03608980402350426,0.03184511512517929,Topic 0,0.93
keep infect spread die die harsh unvaccinated person relief set,0.03369380533695221,0.9331273436546326,0.03317891061306,Topic 1,0.93
primarily non disclosure adverse death never perfectly safe include death yet suggest,0.9398510456085205,0.03102928213775158,0.02911965735256672,Topic 0,0.94
many actually die know stop promote son die government say safe son would would,0.024246806278824806,0.9484507441520691,0.02730242721736431,Topic 1,0.95
use steeet character try kid get unproven simply outrageous,0.8968901634216309,0.06594742834568024,0.0371624119579792,Topic 0,0.9
complete full drug trial effectively stop catch trial stop get die,0.7462843656539917,0.030359983444213867,0.22335562109947205,Topic 0,0.75
break halt biden appeal issue temporary private employer court appeal grant stay,0.9477229118347168,0.026314061135053635,0.025962989777326584,Topic 0,0.95
hospital hold first pop clinic year_old hospital say kid receive first dose pfizer,0.025720253586769104,0.027390409260988235,0.946889340877533,Topic 2,0.95
work wrong clinic unlimited tea amp biscuit,0.04441611468791962,0.04451385512948036,0.9110700488090515,Topic 2,0.91
unutilise,0.16799090802669525,0.16780322790145874,0.6642058491706848,Topic 2,0.66
unvacc person likely spread effective people would adverse ef,0.03625931963324547,0.04454617574810982,0.9191944599151611,Topic 2,0.92
treatment likely nearly serious damn rush cmon pende pill take pill covi,0.9446403384208679,0.02775362692773342,0.027605991810560226,Topic 0,0.94
amaze outrage unvaccinated aaron_rodger perfectly fine joe disperse infect illegal immigrant country exemption biden mandate people justify fake outrage,0.9622682332992554,0.018687894567847252,0.019043872132897377,Topic 0,0.96
prevent present transmission sure keep lick boot,0.04267458617687225,0.9124760031700134,0.04484942555427551,Topic 1,0.91
time child approval,0.08581610023975372,0.08891953527927399,0.8252643346786499,Topic 2,0.83
scientific reason infection well study indicate true peer review study,0.031224695965647697,0.0322028286755085,0.9365724325180054,Topic 2,0.94
specifically profit last big festival season take advantage mandatory amp lockdown social distancing cash waiting wait wave,0.9570332765579224,0.022885924205183983,0.02008078619837761,Topic 0,0.96
people know special fund exist pay claim injury death person provable injury could claim special fund,0.021072478964924812,0.958591878414154,0.02033567614853382,Topic 1,0.96
untrue immunity way short month ask week month reach percent vax rate,0.030293632298707962,0.9399628043174744,0.029743602499365807,Topic 1,0.94
comment roll reveal corrupt company corrupt dangerous health,0.04615991190075874,0.038202833384275436,0.9156373143196106,Topic 2,0.92
concern development rush suck people suck development privatize share openly public effort instead corporate one still,0.02217862196266651,0.021521301940083504,0.9563000798225403,Topic 2,0.96
look info rodger say interview probably catch curious would know believe people get inven,0.024674320593476295,0.9520049095153809,0.02332078479230404,Topic 1,0.95
alone part,0.11212322860956192,0.11149909347295761,0.7763776779174805,Topic 2,0.78
actually tell difference technology develop human trial period release add little chart,0.9451697468757629,0.027435341849923134,0.027394939213991165,Topic 0,0.95
even want shit people still get even pointless,0.03880661725997925,0.9225618243217468,0.038631632924079895,Topic 1,0.92
look positivity rate nation overlay rate low watch football celebration area democratic,0.9440940022468567,0.0282598827034235,0.02764611504971981,Topic 0,0.94
follow comment toxic,0.09736282378435135,0.8107612729072571,0.09187592566013336,Topic 1,0.81
new round experimental announce imagine many yet announce effect,0.03667502850294113,0.05041699483990669,0.9129080176353455,Topic 2,0.91
hilarious people dumb understand heart inflammation immunoresponse one much likely present catch taking,0.025838948786258698,0.02591216005384922,0.9482488632202148,Topic 2,0.95
honestly people anti one ask honestly unreasonable people still skeptical best,0.9042122960090637,0.056872155517339706,0.03891550749540329,Topic 0,0.9
let know dumb fuck still believe fuck tarded,0.7002836465835571,0.25441697239875793,0.04529942572116852,Topic 0,0.7
care stupid compare shoot,0.0710095465183258,0.8563726544380188,0.0726177915930748,Topic 1,0.86
court freeze mandate company say find grave statutory constitutional issue rule,0.9398905634880066,0.03127075731754303,0.02883867360651493,Topic 0,0.94
also virus stop spread screw get chance live return fine pathetic,0.03246356174349785,0.03243272006511688,0.935103714466095,Topic 2,0.94
still transmit still catch regardless status,0.050021350383758545,0.5601097345352173,0.38986894488334656,Topic 1,0.56
certificate job,0.1112762838602066,0.7774766683578491,0.11124703288078308,Topic 1,0.78
injury death math say safe,0.48407652974128723,0.45030781626701355,0.06561563909053802,Topic 0,0.48
reason show first month train,0.5868818163871765,0.0596608929336071,0.35345733165740967,Topic 0,0.59
rather minor symptom,0.08661957830190659,0.8299165964126587,0.08346380293369293,Topic 1,0.83
severe illness,0.11120554804801941,0.11178548634052277,0.7770089507102966,Topic 2,0.78
get,0.17441102862358093,0.6382972598075867,0.18729175627231598,Topic 1,0.64
child impact test broad sample idea repercussion future let child predator bully get child stand defend,0.02026783861219883,0.020464878529310226,0.9592673182487488,Topic 2,0.96
people start die virus point go visit hospital know see full patient majority unvaxxe,0.023727523162961006,0.026651546359062195,0.9496209621429443,Topic 2,0.95
mandatory maybe problem make mandatory,0.05780353769659996,0.8851819038391113,0.05701451748609543,Topic 1,0.89
young friend massage therapist catch husband catch get year_old catch parent time tell,0.02618725597858429,0.02652360126376152,0.9472891688346863,Topic 2,0.95
never hear say talk injury common science long time force kid get either,0.024471662938594818,0.9502573609352112,0.025270966812968254,Topic 1,0.95
say sick day get,0.07359904795885086,0.3521110415458679,0.574289858341217,Topic 2,0.57
true right dictate condition employment even irrational bias confer immunity block catch amp transmit employer right take leave,0.020009934902191162,0.96175616979599,0.018233923241496086,Topic 1,0.96
people know special fund exist pay claim injury death zerohedge,0.03175147622823715,0.9364953637123108,0.03175316005945206,Topic 1,0.94
question need ask parent put month old child forward sick,0.032095540314912796,0.033918749541044235,0.933985710144043,Topic 2,0.93
strike bad hesitancy remain high feel bad last month even,0.9344344735145569,0.034042056649923325,0.03152341768145561,Topic 0,0.93
let half illegal many testing requirement,0.05125809833407402,0.05043858662247658,0.8983033299446106,Topic 2,0.9
somehow break resume people travel state also biden exactly use make case,0.8668283224105835,0.10561732947826385,0.027554329484701157,Topic 0,0.87
funny dumb little bot try hard never post mostly sport far wrong post useless society mute ignore move,0.018241621553897858,0.018161335960030556,0.9635969996452332,Topic 2,0.96
year_old much large kid age would qualify info check video keep question come email,0.4745020568370819,0.024727866053581238,0.500770092010498,Topic 2,0.5
biosolution share plunge maker federal mutually agree cancel dollar contract award last year make shoot company forgo due contract term,0.10080919414758682,0.8818576335906982,0.017333177849650383,Topic 1,0.88
stop spread allergic ingredient well shoot recover anaphylactic shock risk assesment impact else,0.023989276960492134,0.02676423080265522,0.9492465257644653,Topic 2,0.95
receive highly recommend get safe secure get also safe little people,0.0302030798047781,0.03184080496430397,0.9379560947418213,Topic 2,0.94
case miss replay make learn build confidence community,0.03781523555517197,0.9239937663078308,0.038190994411706924,Topic 1,0.92
iconalmost cent nsw aged population receive,0.048904187977313995,0.047689661383628845,0.9034062027931213,Topic 2,0.9
take lol get school,0.07350810617208481,0.8583613634109497,0.0681305006146431,Topic 1,0.86
seriously go path parent year_old twitter follow tell fib keep healthy even vaxe lil boy,0.9552424550056458,0.022700082510709763,0.022057492285966873,Topic 0,0.96
local health care provider controversy cult,0.9026657938957214,0.049363911151885986,0.04797028750181198,Topic 0,0.9
whistle allege,0.11141040176153183,0.11132344603538513,0.7772661447525024,Topic 2,0.78
develop chinese lab also hoax dangerous real danger trump developed astonishing warp speed program really mean exert control,0.963650107383728,0.017921440303325653,0.018428493291139603,Topic 0,0.96
reduce rate infection alpha variant dominant couple day ago refer variant essentially mean,0.024172628298401833,0.02423090673983097,0.9515964984893799,Topic 2,0.95
pure indoctrination shame child need prove fact affect kid adult sickening,0.02887527085840702,0.9371837377548218,0.03394097462296486,Topic 1,0.94
absolutely freedom outweigh would like shoot amp expose run hospital diagnose,0.028436660766601562,0.029476255178451538,0.9420871138572693,Topic 2,0.94
death dangerous take chance,0.8537474274635315,0.07023314386606216,0.07601941376924515,Topic 0,0.85
actually spread misinformation provide immunity point case huge issue people,0.03174256905913353,0.8334516882896423,0.13480578362941742,Topic 1,0.83
imagine take stand know fact mean fascism people willing go good president would say free encourage choice,0.019790291786193848,0.9604235887527466,0.019786138087511063,Topic 1,0.96
fight fight thus help kill supporter,0.04804562032222748,0.9029633402824402,0.04899106174707413,Topic 1,0.9
worth point rate whole population lower partially fully,0.04405320808291435,0.04676848649978638,0.9091782569885254,Topic 2,0.91
virus work use technology,0.8301973342895508,0.08420061320066452,0.0856020450592041,Topic 0,0.83
reinfection chicken virus happen people fe clue talk self diagnose doctor stop,0.02761438488960266,0.028063461184501648,0.9443221092224121,Topic 2,0.94
contract company contaminate,0.09141335636377335,0.0920090451836586,0.8165776133537292,Topic 2,0.82
prior definition allow people claim,0.05649280920624733,0.8873770236968994,0.056130215525627136,Topic 1,0.89
course person religion leftism,0.06749510020017624,0.07007987797260284,0.8624250292778015,Topic 2,0.86
rule work cause away break proof prior definition allow people claim,0.029388347640633583,0.9411808848381042,0.029430756345391273,Topic 1,0.94
long test measle recommend mandate age group death rate infection measle kid death rate infection kid,0.02151346392929554,0.02107382006943226,0.9574126601219177,Topic 2,0.96
also take nearly year develop long take,0.9084237217903137,0.04691433906555176,0.044661927968263626,Topic 0,0.91
force get want make sure negative able treat precaution take ignorant bunch number,0.02482633851468563,0.7885286808013916,0.18664497137069702,Topic 1,0.79
hilarious tho country fan refuse wear mask refuse take,0.1424282044172287,0.03926677629351616,0.8183050155639648,Topic 2,0.82
government take month example administer people compare,0.04592961445450783,0.9111313819885254,0.04293903335928917,Topic 1,0.91
stop spread argument somehow dangerous absurd argument keep severe case allergy ingredient well,0.025598663836717606,0.02588041126728058,0.9485209584236145,Topic 2,0.95
think wrong sick become contagious ppl choose say keep get say,0.2810896933078766,0.6850556135177612,0.033854689449071884,Topic 1,0.69
even survive would fuck miracle want lol,0.043932002037763596,0.9135643839836121,0.042503636330366135,Topic 1,0.91
need wear mask shoot hole effectiveness people die high number country still,0.027473226189613342,0.23557287454605103,0.736953854560852,Topic 2,0.74
people want ask early treatment would make sense,0.04007522016763687,0.9200480580329895,0.039876703172922134,Topic 1,0.92
many parent eager line first clinic young child clinic today check child get shoot,0.022698480635881424,0.02312816120684147,0.9541733264923096,Topic 2,0.95
go away still transmit even many breakthrough case compare wait answer,0.029438195750117302,0.9413120150566101,0.02924978733062744,Topic 1,0.94
informed perspective late article look psychological social impact mandate,0.03670506179332733,0.9274582862854004,0.035836655646562576,Topic 1,0.93
adverse reaction,0.117768295109272,0.7619470953941345,0.12028459459543228,Topic 1,0.76
actually go promote imagine trigger fictional character promote already save countless life,0.028086483478546143,0.8401236534118652,0.13178984820842743,Topic 1,0.84
much,0.16891206800937653,0.18195325136184692,0.6491346955299377,Topic 2,0.65
shockingly get come back country much low rate generally careful illness regularly ask proof instance,0.021592572331428528,0.022165494039654732,0.9562419652938843,Topic 2,0.96
statistic little chance die age chance dwindle dramatically age extremely rare country,0.02688579447567463,0.026238054037094116,0.9468761682510376,Topic 2,0.95
give plan trump infrastructure plan trump plan employment recovery plan,0.9389318227767944,0.030684851109981537,0.030383318662643433,Topic 0,0.94
player reflection team belief ivermectin well cure vocal get put team risk yet use image,0.021830899640917778,0.9555347561836243,0.022634390741586685,Topic 1,0.96
panic shopping community lock get,0.05604807287454605,0.8865947127342224,0.05735715851187706,Topic 1,0.89
people ask wear mine begin virus week ago go heart week virus,0.03197546675801277,0.33487409353256226,0.6331504583358765,Topic 2,0.63
fully passenger infect find dead seat take last trip new normal,0.02998289093375206,0.9416499733924866,0.02836712822318077,Topic 1,0.94
know virus body response,0.46040117740631104,0.46206843852996826,0.0775303915143013,Topic 1,0.46
appeal block state issue joint petition order state file court decision,0.9438312649726868,0.02822025492787361,0.0279485285282135,Topic 0,0.94
show child real risk necessitate longitudinal study provide scientific reason back study,0.027788685634732246,0.02677883580327034,0.9454324841499329,Topic 2,0.95
speak,0.6650453209877014,0.16686247289180756,0.16809217631816864,Topic 0,0.67
therapeutic antiviral med way nee mandate catch spread anyway btw absolutely responsible health taking,0.02446744590997696,0.022845903411507607,0.9526866674423218,Topic 2,0.95
make think make ill body survival rate,0.9105778932571411,0.045241016894578934,0.04418111592531204,Topic 0,0.91
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
infect luciferase turn people gay fuck think,0.9111344218254089,0.04643228277564049,0.04243333637714386,Topic 0,0.91
fail pathetic country name,0.06811762601137161,0.8587555289268494,0.07312678545713425,Topic 1,0.86
buy rino time stand patriot let show take implement week attack mandate,0.9450160264968872,0.02764655463397503,0.027337411418557167,Topic 0,0.95
receive least dose people low income country receive least dose,0.031189125031232834,0.4246633052825928,0.5441475510597229,Topic 2,0.54
people personal boundary also see photo year people get measle guess real need pr campaign jeeze even flu deadlier child,0.018256500363349915,0.02391589805483818,0.957827627658844,Topic 2,0.96
deny claim league doctor,0.06968061625957489,0.861535906791687,0.06878343224525452,Topic 1,0.86
die heart attack could reasonably record infect join death tally get subsequently die heart attack,0.9550561308860779,0.022949522361159325,0.021994393318891525,Topic 0,0.96
block private employer mandate asserting,0.8864503502845764,0.05724754557013512,0.05630206689238548,Topic 0,0.89
rule amp rule say immunity amp say back evade issue,0.032543450593948364,0.9344743490219116,0.03298221528530121,Topic 1,0.93
still scratch head vaxxe people scare catch get severely ill sacred seem trip worship effective,0.7280435562133789,0.24860642850399017,0.023350033909082413,Topic 0,0.73
pandemic support connection,0.8294522762298584,0.08632239699363708,0.08422534912824631,Topic 0,0.83
reason ineffective company try decade come none ever even make animal trial none include moderna,0.9563030004501343,0.022112077102065086,0.02158489264547825,Topic 0,0.96
cure prevent get infect spread virus,0.04977976903319359,0.8966768980026245,0.0535433366894722,Topic 1,0.9
begin family understand government trick mind believe mandate right testing fine anyhow new individual feel,0.695574164390564,0.2823355495929718,0.022090250626206398,Topic 0,0.7
say hour rant away get testing care government say put never right status say,0.023356899619102478,0.9535630345344543,0.023080047219991684,Topic 1,0.95
prove highly effective company struggle ramp production,0.04394875839352608,0.042635902762413025,0.9134153127670288,Topic 2,0.91
take,0.6224783658981323,0.21042510867118835,0.16709652543067932,Topic 0,0.62
use widely scabie parasite brilliant stop big deal outlaw campaign treatment,0.02986895479261875,0.029307328164577484,0.9408236742019653,Topic 2,0.94
opposition grow year base overwhelmingly feel imagination mandate crystalize amp organizing opposition remember polio amp measle dail,0.9607589244842529,0.019421441480517387,0.019819574430584908,Topic 0,0.96
use datum current worldwide mortality rate contracting number fall logic would tell unvaccinated person still chan,0.021020308136940002,0.9575488567352295,0.02143089659512043,Topic 1,0.96
block biden,0.7758462429046631,0.11299223452806473,0.11116151511669159,Topic 0,0.78
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
willing share negative pcr test result canadian passport would interesting see many delegate cop testing arrival,0.019924497231841087,0.020786290988326073,0.9592891931533813,Topic 2,0.96
tell trial compromise datum falsify let see go happen,0.9216874837875366,0.036928411573171616,0.04138406366109848,Topic 0,0.92
much wide spectrum parent hesitant give consider prior,0.7842339873313904,0.16207343339920044,0.053692542016506195,Topic 0,0.78
daughter give shoot presume right life contact,0.3644556701183319,0.05115191265940666,0.5843923687934875,Topic 2,0.58
migrant people impact people await asylum hear sort immigration start tourism privilege enough fly spend month get fully,0.01798206754028797,0.9636189341545105,0.018399033695459366,Topic 1,0.96
also experimental even want claim,0.0635104775428772,0.8745543360710144,0.06193523481488228,Topic 1,0.87
pull year_old school take time work get local area appointment school clinic manage rollout responsibly need unanticipated,0.6475769877433777,0.32580268383026123,0.02662026695907116,Topic 0,0.65
say wear mask hospital handing mask patient know get worthless paper mask knock surgical mask point,0.020524896681308746,0.024301210418343544,0.9551739692687988,Topic 2,0.96
deny effectiveness prophylactic ivermectin prevent cure order push eua,0.040169451385736465,0.9256383776664734,0.03419218957424164,Topic 1,0.93
finished week hype full gear let view apartment require full proof,0.036684636026620865,0.0778515636920929,0.8854637742042542,Topic 2,0.89
child,0.1684701293706894,0.17068582773208618,0.6608440279960632,Topic 2,0.66
know adverse number people affect list care suffering symptom contact vac,0.03243216127157211,0.9388160705566406,0.028751730918884277,Topic 1,0.94
,0.3333333432674408,0.3333333432674408,0.3333333432674408,Topic 0,0.33
comment people manager year care good become pain lie need,0.033431168645620346,0.9341343641281128,0.03243448957800865,Topic 1,0.93
